x,y,vx,vy,g
2.290885e-01,-3.646939e-01,2.607328e-01,-3.850953e-01,5.630705e-04
2.242258e-01,-3.631067e-01,1.996765e-01,-5.505521e-01,5.675593e-04
2.249524e-01,-3.678878e-01,3.558246e-01,-4.790798e-01,5.720561e-04
2.227604e-01,-3.646271e-01,2.597881e-01,-5.862830e-01,5.765609e-04
2.265430e-01,-3.619768e-01,1.846816e-01,-4.785760e-01,5.810738e-04
2.262878e-01,-3.596169e-01,7.500394e-02,-4.799576e-01,5.855949e-04
2.183796e-01,-3.660635e-01,3.020110e-01,-6.708220e-01,5.901243e-04
2.292822e-01,-3.616427e-01,1.715487e-01,-3.940902e-01,5.946621e-04
2.215713e-01,-3.733443e-01,4.779263e-01,-5.441994e-01,5.992083e-04
2.214724e-01,-3.542294e-01,5.937265e-02,-5.761810e-01,6.037631e-04
2.201185e-01,-3.649284e-01,2.316696e-01,-6.196556e-01,6.083265e-04
2.320734e-01,-3.616013e-01,1.930612e-01,-2.935546e-01,6.128986e-04
2.656536e-01,-3.443677e-01,2.387619e-01,-3.112969e-01,6.174795e-04
2.196698e-01,-3.694137e-01,3.974532e-01,-6.190747e-01,6.220693e-04
2.584949e-01,-3.407910e-01,5.795879e-02,-5.709983e-01,6.266681e-04
2.156817e-01,-3.638783e-01,2.131290e-01,-6.666895e-01,6.312760e-04
2.628488e-01,-3.444294e-01,2.185522e-01,-4.053531e-01,6.358930e-04
2.233637e-01,-3.595061e-01,1.167638e-01,-5.852537e-01,6.405192e-04
2.624751e-01,-3.508426e-01,5.174223e-01,-3.958971e-01,6.451548e-04
2.679640e-01,-3.460978e-01,2.986029e-01,-2.311571e-01,6.497999e-04
2.609866e-01,-3.459200e-01,2.847687e-01,-4.709662e-01,6.544545e-04
2.641399e-01,-3.415500e-01,1.369065e-01,-3.921863e-01,6.591187e-04
2.676458e-01,-3.422218e-01,1.865742e-01,-2.655544e-01,6.637926e-04
2.649938e-01,-3.472204e-01,3.651075e-01,-3.192986e-01,6.684763e-04
2.692531e-01,-3.476636e-01,3.914313e-01,-1.678003e-01,6.731700e-04
2.592740e-01,-3.509807e-01,4.605437e-01,-4.754381e-01,6.778736e-04
2.564997e-01,-3.532091e-01,4.399810e-01,-5.001581e-01,6.825874e-04
2.560891e-01,-3.497596e-01,3.528798e-01,-5.977602e-01,6.873114e-04
2.601708e-01,-3.429308e-01,1.369198e-01,-4.952792e-01,6.920457e-04
2.654577e-01,-3.514446e-01,5.323963e-01,-3.128734e-01,6.967904e-04
2.578620e-01,-3.437262e-01,1.798029e-01,-6.016219e-01,7.015456e-04
2.638829e-01,-3.393696e-01,4.453003e-02,-4.235400e-01,7.063114e-04
2.625191e-01,-3.484810e-01,3.987564e-01,-4.065646e-01,7.110880e-04
2.557460e-01,-3.449260e-01,2.349076e-01,-6.654167e-01,7.158754e-04
2.267645e-01,-3.715113e-01,5.127340e-01,-4.104038e-01,7.206737e-04
2.590758e-01,-3.471790e-01,3.406382e-01,-5.582126e-01,7.254831e-04
2.699449e-01,-3.397072e-01,1.695062e-01,-2.776794e-01,7.303036e-04
3.375593e-01,-3.189208e-01,3.470812e-01,4.459356e-02,7.351353e-04
2.678022e-01,-3.502775e-01,4.812360e-01,-2.264471e-01,7.399785e-04
3.293220e-01,-3.268890e-01,5.526471e-01,-2.977074e-01,7.448331e-04
2.552250e-01,-3.556125e-01,4.751803e-01,-4.974852e-01,7.496993e-04
3.327274e-01,-3.291770e-01,6.696378e-01,-1.003132e-01,7.545772e-04
3.353538e-01,-3.223652e-01,4.624735e-01,4.538103e-04,7.594669e-04
3.346059e-01,-3.331043e-01,7.022590e-01,-9.881796e-02,7.643685e-04
3.235206e-01,-3.078730e-01,1.420471e-01,-5.231999e-01,7.692822e-04
3.192470e-01,-3.213847e-01,4.224243e-01,-6.983322e-01,7.742081e-04
3.312754e-01,-3.082543e-01,1.851804e-01,-1.969554e-01,7.791462e-04
3.239895e-01,-3.418639e-01,6.795037e-01,-3.134272e-01,7.840968e-04
3.300865e-01,-3.283318e-01,6.877283e-01,-2.092229e-01,7.890599e-04
3.353164e-01,-3.160816e-01,2.299320e-01,-2.302682e-02,7.940356e-04
3.326735e-01,-3.179256e-01,3.223728e-01,-1.131997e-01,7.990241e-04
3.298276e-01,-3.042011e-01,1.458941e-01,-3.116585e-01,8.040254e-04
3.289060e-01,-3.204150e-01,4.084302e-01,-2.615715e-01,8.090398e-04
3.269609e-01,-3.189252e-01,3.520127e-01,-3.848470e-01,8.140674e-04
3.239801e-01,-3.209237e-01,3.895554e-01,-5.314631e-01,8.191082e-04
3.225211e-01,-3.398212e-01,6.006153e-01,-4.110511e-01,8.241624e-04
3.217470e-01,-3.227912e-01,4.942117e-01,-6.338983e-01,8.292302e-04
3.253196e-01,-3.154535e-01,1.777797e-01,-4.768345e-01,8.343116e-04
3.337217e-01,-3.208935e-01,3.824190e-01,-9.385734e-02,8.394068e-04
3.363660e-01,-3.283919e-01,6.141940e-01,-2.578955e-03,8.445160e-04
3.373699e-01,-3.241634e-01,5.192115e-01,5.513309e-02,8.496392e-04
3.283981e-01,-3.069903e-01,1.535816e-01,-3.787759e-01,8.547766e-04
3.266241e-01,-3.287719e-01,6.287058e-01,-3.951928e-01,8.599284e-04
3.285012e-01,-3.320744e-01,7.191263e-01,-2.825933e-01,8.650947e-04
3.308930e-01,-3.234369e-01,4.305033e-01,-2.295273e-01,8.702756e-04
3.215159e-01,-3.288690e-01,5.799257e-01,-5.919818e-01,8.754713e-04
3.276861e-01,-3.360914e-01,7.069335e-01,-2.922601e-01,8.806818e-04
3.295529e-01,-3.129470e-01,1.635193e-01,-2.431294e-01,8.859075e-04
3.281975e-01,-3.171017e-01,2.329093e-01,-2.970994e-01,8.911484e-04
3.194134e-01,-3.183507e-01,2.884149e-01,-6.780261e-01,8.964046e-04
3.242996e-01,-3.300516e-01,6.652333e-01,-4.873496e-01,9.016763e-04
3.245803e-01,-3.232617e-01,5.118646e-01,-4.974916e-01,9.069637e-04
3.301779e-01,-3.009953e-01,1.321667e-01,-3.268510e-01,9.122669e-04
4.274268e-01,-2.463359e-01,3.472810e-01,1.088383e-01,9.175861e-04
3.315729e-01,-3.159926e-01,2.011821e-01,-1.743374e-01,9.229215e-04
3.266894e-01,-3.245626e-01,5.329740e-01,-3.854110e-01,9.282731e-04
3.318828e-01,-3.248772e-01,5.681485e-01,-1.044543e-01,9.336412e-04
4.311742e-01,-2.584718e-01,4.226108e-01,2.996550e-01,9.390259e-04
3.216410e-01,-3.147558e-01,1.835617e-01,-6.155612e-01,9.444274e-04
4.301340e-01,-2.444655e-01,2.458361e-01,2.232521e-01,9.498458e-04
3.243354e-01,-3.182855e-01,2.852038e-01,-5.434295e-01,9.552814e-04
4.280644e-01,-2.587776e-01,4.365672e-01,1.016996e-01,9.607342e-04
2.979165e-01,-3.342953e-01,3.925326e-01,-4.422400e-01,9.662045e-04
4.307343e-01,-2.512533e-01,4.173373e-01,2.622741e-01,9.716925e-04
3.268032e-01,-3.119100e-01,1.367873e-01,-4.246346e-01,9.771983e-04
4.286177e-01,-2.541842e-01,4.313814e-01,1.780486e-01,9.827220e-04
4.256736e-01,-2.474276e-01,3.974567e-01,-5.097583e-02,9.882640e-04
4.324383e-01,-2.766440e-01,9.111417e-01,2.420260e-01,9.938243e-04
4.262959e-01,-2.675020e-01,6.530530e-01,-5.219332e-02,9.994031e-04
4.344195e-01,-2.613318e-01,4.937273e-01,4.039601e-01,1.005001e-03
4.296992e-01,-2.797363e-01,9.611196e-01,7.128060e-02,1.010617e-03
4.336127e-01,-2.701951e-01,7.327694e-01,3.235358e-01,1.016253e-03
4.307443e-01,-2.306567e-01,3.712651e-01,2.231058e-02,1.021908e-03
4.323471e-01,-2.657890e-01,5.944792e-01,3.171126e-01,1.027582e-03
4.349987e-01,-2.672296e-01,6.264717e-01,4.309578e-01,1.033276e-03
4.237887e-01,-2.896155e-01,8.172925e-01,-8.731508e-02,1.038990e-03
4.299350e-01,-2.653432e-01,5.934412e-01,1.158132e-01,1.044724e-03
4.215173e-01,-2.581872e-01,5.767519e-01,-2.683726e-01,1.050479e-03
4.232847e-01,-2.437716e-01,1.914177e-01,-1.583856e-01,1.056254e-03
4.347543e-01,-2.739099e-01,7.899127e-01,3.563664e-01,1.062049e-03
4.176287e-01,-2.720481e-01,8.038794e-01,-4.283289e-01,1.067866e-03
4.283669e-01,-2.762106e-01,9.123753e-01,7.304221e-03,1.073704e-03
4.210002e-01,-2.480330e-01,3.987278e-01,-2.538586e-01,1.079563e-03
4.593184e-01,-2.042612e-01,5.856159e-01,2.106909e-01,1.085444e-03
4.307137e-01,-2.742123e-01,8.004362e-01,1.554686e-01,1.091346e-03
4.170830e-01,-2.565116e-01,5.778589e-01,-5.282868e-01,1.097271e-03
4.266539e-01,-2.439691e-01,2.012341e-01,1.618984e-02,1.103218e-03
4.231103e-01,-2.672741e-01,6.815318e-01,-2.188343e-01,1.109187e-03
3.982084e-01,-2.839926e-01,6.185427e-01,-2.887269e-01,1.115180e-03
4.190107e-01,-2.674604e-01,7.672891e-01,-4.183562e-01,1.121195e-03
4.243307e-01,-2.829755e-01,8.750519e-01,-1.237043e-01,1.127233e-03
4.401369e-01,-2.270073e-01,4.474944e-01,1.230711e-01,1.133295e-03
4.218791e-01,-2.717681e-01,8.246964e-01,-3.217314e-01,1.139381e-03
4.239471e-01,-2.625508e-01,5.901300e-01,-1.532654e-01,1.145490e-03
4.265896e-01,-2.607405e-01,5.477693e-01,-2.205673e-02,1.151624e-03
4.524171e-01,-2.301287e-01,4.983737e-01,2.176947e-01,1.157783e-03
4.205934e-01,-2.630394e-01,5.639325e-01,-3.453172e-01,1.163966e-03
4.270006e-01,-2.714057e-01,7.746342e-01,3.385459e-02,1.170174e-03
4.297979e-01,-2.686747e-01,7.179169e-01,1.392736e-01,1.176408e-03
4.302193e-01,-2.618776e-01,5.328199e-01,2.043522e-01,1.182667e-03
4.215389e-01,-2.527679e-01,3.663499e-01,-2.426338e-01,1.188952e-03
4.173081e-01,-2.451768e-01,2.856519e-01,-4.191925e-01,1.195263e-03
4.269224e-01,-2.393207e-01,2.105031e-01,-2.135350e-03,1.201600e-03
4.187338e-01,-2.654618e-01,5.988139e-01,-4.651200e-01,1.207965e-03
4.250949e-01,-2.759457e-01,9.252163e-01,-1.835595e-01,1.214356e-03
5.479618e-01,-1.295508e-01,1.905330e-01,9.453855e-01,1.220774e-03
4.312994e-01,-2.472399e-01,3.792282e-01,2.865853e-01,1.227220e-03
4.250198e-01,-2.718957e-01,8.217841e-01,-1.872382e-01,1.233694e-03
4.208594e-01,-2.457952e-01,2.451685e-01,-2.709413e-01,1.240197e-03
4.190266e-01,-2.550472e-01,4.838371e-01,-3.783816e-01,1.246727e-03
5.367806e-01,-1.278460e-01,2.914429e-01,5.747533e-01,1.253287e-03
4.249560e-01,-2.533318e-01,3.763092e-01,1.788322e-02,1.259876e-03
5.302473e-01,-1.310404e-01,5.346221e-01,3.610920e-01,1.266494e-03
4.233624e-01,-2.552660e-01,5.175417e-01,-1.235130e-01,1.273142e-03
5.421286e-01,-1.291567e-01,2.565559e-01,7.295953e-01,1.279820e-03
4.170503e-01,-2.517197e-01,3.883093e-01,-4.759570e-01,1.286529e-03
5.269713e-01,-1.294120e-01,4.679167e-01,2.929501e-01,1.293269e-03
5.459070e-01,-1.388944e-01,5.876631e-01,7.264421e-01,1.300040e-03
5.282434e-01,-1.241419e-01,2.667780e-01,4.082319e-01,1.306842e-03
5.394424e-01,-1.190121e-01,-5.782134e-02,7.934004e-01,1.313676e-03
5.447827e-01,-1.281008e-01,1.198475e-01,8.741888e-01,1.320543e-03
5.497562e-01,-1.384102e-01,4.997696e-01,8.459609e-01,1.327442e-03
5.417959e-01,-1.386952e-01,6.600473e-01,6.089893e-01,1.334375e-03
5.250020e-01,-1.262572e-01,3.310058e-01,2.550508e-01,1.341340e-03
5.439801e-01,-1.323325e-01,3.914102e-01,7.798598e-01,1.348340e-03
5.140000e-01,-2.146932e-02,-4.182912e-01,9.350749e-01,1.355374e-03
5.327781e-01,-1.208189e-01,4.254477e-02,5.808773e-01,1.362443e-03
4.885064e-01,-1.799164e-02,-4.545261e-01,6.316911e-01,1.369546e-03
5.394044e-01,-1.224684e-01,5.998747e-02,7.796027e-01,1.376685e-03
5.348070e-01,-1.166410e-01,-8.543547e-02,6.655722e-01,1.383860e-03
4.560658e-01,-4.268235e-03,-1.065165e+00,6.356486e-01,1.391071e-03
5.322585e-01,-1.371341e-01,6.552324e-01,3.914770e-01,1.398319e-03
4.906467e-01,-1.884917e-02,-3.481974e-01,7.895912e-01,1.405604e-03
5.338085e-01,-1.241201e-01,1.787129e-01,5.775592e-01,1.412927e-03
5.319933e-01,-1.287775e-01,3.425331e-01,4.717852e-01,1.420288e-03
5.325295e-01,-3.693169e-02,-1.174442e-01,7.802659e-01,1.427688e-03
5.365818e-01,-1.351357e-01,6.152107e-01,5.366604e-01,1.435126e-03
5.391400e-01,-1.269099e-01,1.783481e-01,7.377602e-01,1.442604e-03
4.656629e-01,-9.825873e-03,-8.763527e-01,6.361965e-01,1.450122e-03
5.484208e-01,-1.336570e-01,3.704405e-01,8.924876e-01,1.457681e-03
4.909563e-01,-1.474819e-02,-7.109986e-01,7.777833e-01,1.465280e-03
5.276420e-01,-1.215167e-01,9.822412e-02,3.648786e-01,1.472921e-03
3.871285e-01,3.547760e-02,-9.395079e-01,-4.279612e-01,1.480605e-03
4.840688e-01,-1.143091e-02,-8.266546e-01,6.310170e-01,1.488330e-03
5.410223e-01,-1.350113e-01,5.122513e-01,6.421650e-01,1.496099e-03
4.834428e-01,-1.529451e-02,-5.681790e-01,6.213934e-01,1.503912e-03
4.939837e-01,-1.672647e-02,-5.698964e-01,8.208025e-01,1.511769e-03
5.291455e-01,-1.177888e-01,-3.150479e-02,4.790717e-01,1.519670e-03
5.240562e-01,-3.054889e-02,-2.555999e-01,8.071227e-01,1.527617e-03
5.353444e-01,-1.323581e-01,4.561204e-01,5.080766e-01,1.535610e-03
4.967711e-01,-1.914542e-02,-3.666278e-01,7.979346e-01,1.543649e-03
5.057426e-01,-1.527953e-02,-6.511889e-01,8.896610e-01,1.551736e-03
5.107575e-01,-2.464397e-02,-2.175751e-01,8.529212e-01,1.559870e-03
5.089606e-01,-1.949500e-02,-4.864487e-01,9.609590e-01,1.568053e-03
5.352739e-01,-3.610618e-02,-1.977007e-01,9.225775e-01,1.576285e-03
4.513220e-01,3.697452e-02,-9.454760e-01,3.191915e-01,1.584567e-03
4.871573e-01,-1.286553e-02,-7.514051e-01,7.401038e-01,1.592899e-03
5.068254e-01,-2.048397e-02,-3.320252e-01,7.761110e-01,1.601282e-03
3.557864e-01,1.298767e-02,-1.021356e+00,-9.005542e-01,1.609716e-03
4.689328e-01,-1.023763e-02,-7.659767e-01,7.538129e-01,1.618204e-03
4.162318e-01,6.195684e-02,-9.533108e-01,-3.096702e-02,1.626744e-03
4.076808e-01,5.643326e-02,-9.903869e-01,-1.385764e-01,1.635338e-03
4.706970e-01,-7.753908e-03,-9.372988e-01,7.834739e-01,1.643987e-03
3.958819e-01,4.849577e-02,-1.115370e+00,-1.144409e-01,1.652691e-03
5.189791e-01,-2.497870e-02,-3.255671e-01,8.852697e-01,1.661452e-03
3.514166e-01,-1.432360e-03,-9.812398e-01,-1.149999e+00,1.670269e-03
4.217785e-01,6.470641e-02,-9.684067e-01,1.268453e-01,1.679145e-03
3.976096e-01,5.257585e-02,-1.161874e+00,-1.584423e-01,1.688078e-03
4.182038e-01,6.585383e-02,-1.069659e+00,-3.966410e-02,1.697071e-03
5.287577e-01,-3.301802e-02,-2.352927e-01,8.220472e-01,1.706125e-03
3.658917e-01,2.501197e-02,-1.140474e+00,-6.356417e-01,1.715239e-03
4.110333e-01,5.858223e-02,-1.014830e+00,-4.760844e-02,1.724416e-03
4.364208e-01,6.789538e-02,-8.626847e-01,1.242261e-01,1.733655e-03
5.010177e-01,-1.825541e-02,-3.789407e-01,8.247142e-01,1.742959e-03
3.894186e-01,4.030222e-02,-1.124967e+00,-2.560826e-01,1.752326e-03
5.010242e-01,-1.561870e-02,-6.945676e-01,8.050782e-01,1.761760e-03
3.898560e-01,3.665480e-02,-9.835730e-01,-1.784102e-01,1.771261e-03
4.004025e-01,-1.376986e-01,1.262568e+00,-2.391427e-01,1.780829e-03
4.382894e-01,7.259045e-02,-9.445375e-01,1.475144e-01,1.790465e-03
3.413263e-01,-1.195497e-01,8.765154e-01,-1.268108e+00,1.800172e-03
3.567329e-01,1.582863e-02,-1.175015e+00,-8.081354e-01,1.809949e-03
3.933624e-01,4.663130e-02,-1.077211e+00,-2.263681e-01,1.819798e-03
3.445232e-01,-1.176635e-01,8.360098e-01,-1.150225e+00,1.829720e-03
3.855035e-01,3.946344e-02,-1.112062e+00,-5.249491e-01,1.839716e-03
3.200503e-01,1.345523e-02,-7.618292e-01,-1.049150e+00,1.849788e-03
3.354463e-01,-1.500758e-02,-8.016920e-01,-1.308394e+00,1.859936e-03
3.893729e-01,4.606770e-02,-1.159206e+00,-4.022021e-01,1.870161e-03
3.193298e-01,-9.417398e-02,4.409866e-01,-1.342384e+00,1.880465e-03
3.430594e-01,4.944670e-02,-9.368025e-01,-7.824347e-01,1.890850e-03
4.721288e-01,-9.652732e-02,5.298945e-01,9.447108e-01,1.901316e-03
3.151884e-01,-2.271322e-02,-4.495997e-01,-1.291942e+00,1.911864e-03
3.779639e-01,-1.290132e-01,1.260017e+00,-6.306245e-01,1.922497e-03
3.420655e-01,3.146212e-02,-8.456130e-01,-8.543707e-01,1.933214e-03
3.442026e-01,-1.305604e-01,9.452165e-01,-1.071725e+00,1.944019e-03
3.531027e-01,-1.173814e-01,9.863211e-01,-1.066626e+00,1.954912e-03
4.187126e-01,-1.315328e-01,1.251449e+00,1.510572e-01,1.965895e-03
4.436989e-01,-7.450406e-02,2.079477e-01,1.115288e+00,1.976969e-03
3.431740e-01,3.515362e-02,-9.862238e-01,-7.732112e-01,1.988135e-03
3.031873e-01,-5.780265e-02,-1.541117e-01,-1.465592e+00,1.999396e-03
3.211031e-01,-7.753873e-02,2.023473e-01,-1.490985e+00,2.010753e-03
3.109673e-01,-1.753216e-02,-4.434031e-01,-1.352855e+00,2.022207e-03
3.061910e-01,-1.293924e-02,-5.980212e-01,-1.332051e+00,2.033761e-03
3.929190e-01,-1.467790e-01,1.179237e+00,-3.492732e-01,2.045416e-03
3.466664e-01,4.926042e-02,-9.488268e-01,-5.859739e-01,2.057173e-03
3.878415e-01,8.335403e-03,-1.386503e+00,-2.764301e-01,2.069035e-03
3.160571e-01,-7.639091e-02,1.391790e-01,-1.564351e+00,2.081003e-03
4.450964e-01,-1.224104e-01,1.023040e+00,7.144964e-01,2.093080e-03
3.611133e-01,-1.465349e-01,1.080341e+00,-7.419283e-01,2.105267e-03
4.384466e-01,-1.658214e-02,-1.333255e+00,7.232834e-01,2.117566e-03
3.125419e-01,-1.524114e-02,-6.812428e-01,-1.183073e+00,2.129979e-03
3.084941e-01,-9.674114e-02,4.268652e-01,-1.402418e+00,2.142509e-03
3.093598e-01,-6.548038e-02,-3.172354e-02,-1.493460e+00,2.155158e-03
3.023378e-01,-9.597031e-02,3.384451e-01,-1.430747e+00,2.167927e-03
4.604983e-01,-1.051454e-01,6.832475e-01,9.288248e-01,2.180819e-03
2.882590e-01,-7.009277e-02,1.889423e-02,-1.367644e+00,2.193837e-03
4.550187e-01,-1.146991e-01,8.438638e-01,8.238454e-01,2.206983e-03
4.413336e-01,-1.224927e-01,1.083337e+00,5.126525e-01,2.220259e-03
3.634101e-01,-1.416159e-01,1.020645e+00,-6.996408e-01,2.233667e-03
4.276717e-01,-1.287215e-01,1.216408e+00,3.477289e-01,2.247211e-03
3.712749e-01,-8.205812e-02,6.631359e-01,-7.817959e-01,2.260893e-03
4.158248e-01,-1.415535e-01,1.215415e+00,6.558748e-02,2.274716e-03
4.156809e-01,-7.715954e-03,-1.476767e+00,2.568215e-01,2.288682e-03
3.130013e-01,-9.526941e-02,3.989915e-01,-1.343419e+00,2.302795e-03
4.043191e-01,2.978705e-03,-1.448132e+00,-5.315083e-02,2.317058e-03
3.550773e-01,-9.065123e-02,7.931905e-01,-1.412466e+00,2.331473e-03
3.542093e-01,1.788194e-03,-1.111489e+00,-9.948169e-01,2.346043e-03
3.523776e-01,-1.296421e-01,1.010862e+00,-9.326454e-01,2.360773e-03
3.825500e-01,6.257942e-03,-1.344045e+00,-4.559455e-01,2.375665e-03
4.726948e-01,-6.082896e-02,-8.984732e-03,1.210798e+00,2.390722e-03
4.119993e-01,-3.837955e-03,-1.518838e+00,9.615838e-02,2.405949e-03
4.580412e-01,-1.937578e-02,-8.433528e-01,8.798920e-01,2.421349e-03
4.525565e-01,-1.326769e-01,9.602154e-01,5.844796e-01,2.436925e-03
4.697277e-01,-5.004861e-02,-2.914454e-01,1.228568e+00,2.452682e-03
4.058433e-01,-1.307380e-01,1.287662e+00,-1.124493e-01,2.468624e-03
3.633408e-01,-9.788099e-02,1.167208e+00,-1.107822e+00,2.484754e-03
3.764018e-01,7.206967e-03,-1.333774e+00,-6.487931e-01,2.501077e-03
4.763422e-01,-9.103553e-02,3.956227e-01,1.007886e+00,2.517597e-03
4.385320e-01,-1.080677e-01,1.152741e+00,8.779558e-01,2.534319e-03
4.373499e-01,-1.031922e-01,1.000943e+00,1.030644e+00,2.551248e-03
3.573308e-01,-3.101667e-02,-7.938563e-01,-1.506955e+00,2.568388e-03
3.693101e-01,-4.092143e-03,-1.330477e+00,-8.625139e-01,2.585744e-03
4.092814e-01,-1.561318e-01,1.100000e+00,-8.583652e-02,2.603322e-03
4.104205e-01,-1.015859e-01,1.077711e+00,2.391203e-01,2.621126e-03
3.662328e-01,-9.372545e-03,-1.196567e+00,-1.032693e+00,2.639163e-03
3.519723e-01,-2.566690e-02,-9.735803e-01,-1.504696e+00,2.657438e-03
3.706034e-01,-8.830990e-02,8.767589e-01,-9.039712e-01,2.675957e-03
3.748816e-01,-1.169414e-01,1.310821e+00,-7.679055e-01,2.694726e-03
3.459636e-01,-3.093604e-02,-7.302407e-01,-1.579432e+00,2.713751e-03
4.270274e-01,-2.593445e-02,-1.246284e+00,5.778949e-01,2.733039e-03
4.453255e-01,-1.345409e-02,-1.181751e+00,7.616073e-01,2.752596e-03
4.167834e-01,-1.111478e-01,1.307317e+00,2.807224e-01,2.772431e-03
3.882059e-01,-1.122259e-01,1.398594e+00,-5.417824e-01,2.792549e-03
3.909456e-01,-1.229585e-01,1.361243e+00,-4.205825e-01,2.812959e-03
3.768170e-01,-1.063420e-01,1.249131e+00,-7.989508e-01,2.833669e-03
3.390681e-01,-5.441580e-02,-3.032199e-01,-1.757890e+00,2.854685e-03
4.123975e-01,-9.414636e-02,9.809358e-01,2.598699e-01,2.876018e-03
3.660738e-01,-5.112671e-02,-4.784694e-01,-1.255658e+00,2.897676e-03
4.200736e-01,-8.415144e-02,6.614056e-01,4.680661e-01,2.919668e-03
4.362353e-01,-2.822261e-02,-1.111625e+00,7.251241e-01,2.942003e-03
3.626000e-01,-2.156576e-02,-1.214381e+00,-1.175213e+00,2.964692e-03
4.540855e-01,-6.154740e-02,8.107029e-02,1.290999e+00,2.987745e-03
3.441910e-01,-6.108259e-02,-1.429813e-01,-1.706602e+00,3.011172e-03
4.790036e-01,-8.344425e-02,2.196628e-01,1.057665e+00,3.034984e-03
4.098609e-01,-2.438439e-02,-1.239595e+00,7.236500e-02,3.059194e-03
4.492811e-01,-7.409371e-02,2.310818e-01,1.329143e+00,3.083814e-03
3.870528e-01,-1.411046e-02,-1.432155e+00,-4.583801e-01,3.108855e-03
3.658409e-01,-5.618152e-02,-3.357818e-01,-1.265411e+00,3.134333e-03
3.739295e-01,-4.643758e-02,-3.672087e-01,-1.185492e+00,3.160259e-03
3.811432e-01,-1.587661e-02,-1.214147e+00,-7.233414e-01,3.186649e-03
3.902941e-01,-2.830073e-02,-1.183052e+00,-5.288492e-01,3.213518e-03
3.825466e-01,-9.828201e-03,-1.517530e+00,-5.407110e-01,3.240882e-03
4.055186e-01,-1.100906e-01,1.418874e+00,-1.617631e-01,3.268757e-03
3.682169e-01,-5.926358e-02,-1.376912e-01,-1.065452e+00,3.297161e-03
3.586903e-01,-2.666084e-02,-1.061863e+00,-1.348087e+00,3.326112e-03
3.909521e-01,-9.157607e-02,9.221344e-01,-4.023187e-01,3.355629e-03
3.778937e-01,-9.859732e-02,1.154332e+00,-8.517880e-01,3.385732e-03
3.294500e-01,-4.978536e-02,-3.455222e-01,-1.660304e+00,3.416442e-03
3.771382e-01,-1.113600e-02,-1.357840e+00,-8.525506e-01,3.447782e-03
4.342918e-01,-7.995773e-02,5.320200e-01,8.868466e-01,3.479775e-03
4.067805e-01,-1.039477e-01,1.198874e+00,-1.626453e-02,3.512445e-03
4.438874e-01,-6.027079e-02,1.826092e-02,1.249890e+00,3.545818e-03
4.007349e-01,-1.055332e-01,1.303050e+00,-3.163642e-01,3.579921e-03
4.422279e-01,-5.084304e-02,-3.465648e-01,1.214347e+00,3.614784e-03
3.696432e-01,-1.102927e-01,1.216489e+00,-9.871304e-01,3.650437e-03
4.603736e-01,-5.377603e-02,-2.036199e-01,1.348240e+00,3.686912e-03
4.485145e-01,-8.435293e-02,6.597498e-01,1.265186e+00,3.724243e-03
4.335907e-01,-9.359182e-02,5.900451e-01,9.544232e-01,3.762466e-03
4.378941e-01,-5.026839e-02,-4.288549e-01,9.146727e-01,3.801620e-03
4.280943e-01,-6.993420e-02,2.319660e-01,6.929390e-01,3.841744e-03
4.354696e-01,-2.077044e-02,-1.257437e+00,6.692315e-01,3.882883e-03
4.427798e-01,-4.296711e-02,-6.021941e-01,1.088017e+00,3.925082e-03
4.209901e-01,-1.648090e-02,-1.472961e+00,4.288885e-01,3.968389e-03
4.477315e-01,-3.905849e-02,-7.208165e-01,1.243263e+00,4.012858e-03
3.705567e-01,-2.651494e-02,-1.178333e+00,-1.024024e+00,4.058543e-03
4.086946e-01,-1.768110e-02,-1.519635e+00,5.437156e-02,4.105504e-03
4.028501e-01,-2.256120e-02,-1.317037e+00,-1.300857e-01,4.153805e-03
3.781893e-01,-2.863620e-02,-1.194214e+00,-7.993017e-01,4.203514e-03
3.577303e-01,-5.742482e-02,-2.879629e-01,-1.520965e+00,4.254703e-03
3.736941e-01,-6.593870e-02,-2.184803e-02,-9.436715e-01,4.307452e-03
3.632950e-01,-4.149062e-02,-5.316003e-01,-1.409408e+00,4.361845e-03
3.747363e-01,-7.744919e-02,4.345820e-01,-7.754701e-01,4.417973e-03
3.540879e-01,-4.936615e-02,-5.254067e-01,-1.536112e+00,4.475934e-03
3.470723e-01,-5.193933e-02,-4.158560e-01,-1.682734e+00,4.535835e-03
3.485968e-01,-8.575184e-02,5.091668e-01,-1.668835e+00,4.597791e-03
3.486875e-01,-9.126560e-02,8.524421e-01,-1.624378e+00,4.661927e-03
3.675333e-01,-9.320100e-02,1.020739e+00,-1.057772e+00,4.728380e-03
3.706895e-01,-7.268459e-02,1.477918e-01,-1.042855e+00,4.797298e-03
3.850506e-01,-9.464465e-02,1.072736e+00,-5.936789e-01,4.868843e-03
3.807263e-01,-9.071033e-02,8.210128e-01,-7.993237e-01,4.943192e-03
3.585427e-01,-9.667755e-02,1.042057e+00,-1.364348e+00,5.020540e-03
4.237034e-01,-1.090652e-01,1.295183e+00,4.077087e-01,5.101102e-03
3.989482e-01,-9.694685e-02,1.028867e+00,-3.476579e-01,5.185114e-03
3.951117e-01,-6.939301e-02,2.065181e-01,-3.002119e-01,5.272838e-03
4.111689e-01,-1.131376e-01,1.436922e+00,6.585429e-02,5.364565e-03
